New_Group_Name,Group_name,TYPE_NAME,ROHM_NAME,ORDERNO,LOTNO,TIDAY,DELIVERYDAY,ALLOC_QTY,NEW_PRODNO,FIN_PROCESS,NEW_RECDAY,NEW_QTY,UploadDate
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIV02927   ,2434A7271H,8/24/2024 0:00,9/7/2024 0:00,9216,0892,FT,8/31/2024 17:19,8309,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW00767   ,2436A4679H,9/4/2024 0:00,9/18/2024 0:00,9216,0892,FT,9/11/2024 4:38,8594,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW02410   ,2437A6593H,9/13/2024 0:00,9/27/2024 0:00,9216,0892,FT,9/21/2024 3:30,8579,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW05232   ,2439A6636H,9/27/2024 0:00,10/11/2024 0:00,9216,0206,MLD,9/30/2024 0:04,9213,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW05232   ,2439A6637H,9/27/2024 0:00,10/11/2024 0:00,9216,0502,PL,9/30/2024 14:56,9207,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW05232   ,2439A6638H,9/27/2024 0:00,10/11/2024 0:00,1116,0502,PL,9/30/2024 19:20,1111,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW05703   ,2440A1583H,9/29/2024 0:00,10/13/2024 0:00,9216,0206,MLD,10/1/2024 7:09,9207,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW05703   ,2440A1584H,9/29/2024 0:00,10/13/2024 0:00,9216,0206,MLD,10/1/2024 4:13,9203,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UIW05703   ,2440A1585H,9/29/2024 0:00,10/13/2024 0:00,1177,0203,WB,10/1/2024 2:01,1189,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW04708   ,2439A1512H,9/22/2024 0:00,10/6/2024 0:00,6720,0892,FT,9/30/2024 20:52,6644,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW05231   ,2439A6634H,9/27/2024 0:00,10/11/2024 0:00,6720,0206,MLD,9/29/2024 18:52,6673,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW05231   ,2439A6635H,9/27/2024 0:00,10/11/2024 0:00,5156,0206,MLD,9/29/2024 13:25,5192,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW05402   ,2439A7639H,9/28/2024 0:00,10/12/2024 0:00,6720,0203,WB,10/1/2024 1:53,6709,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW05402   ,2439A7640H,9/28/2024 0:00,10/12/2024 0:00,1173,0206,MLD,9/30/2024 2:42,1164,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW05702   ,2440A1581H,9/29/2024 0:00,10/13/2024 0:00,6720,0206,MLD,10/1/2024 1:00,6683,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIW05702   ,2440A1582H,9/29/2024 0:00,10/13/2024 0:00,1155,0206,MLD,9/30/2024 22:54,1176,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIX00183   ,2440A3612H,10/1/2024 0:00,10/15/2024 0:00,6720,0000,Throw_in,,6720,10/1/2024 0:00
MAP,MAP,VQFN28FV50,BD81A24MUF-ME2      ,4UIX00183   ,2440A3613H,10/1/2024 0:00,10/15/2024 0:00,1101,0000,Throw_in,,1101,10/1/2024 0:00
MAP,MAP,VQFN28SAV5,BD3376AMUV-ME2      ,4UI09020022 ,2436A6212H,9/6/2024 0:00,9/20/2024 0:00,2524,0892,FT,9/11/2024 9:30,2423,10/1/2024 0:00
MAP,MAP,VQFN28SAV5,BD3376AMUV-ME2      ,4UI09020023 ,2436A7204H,9/7/2024 0:00,9/21/2024 0:00,2541,0892,FT,9/11/2024 14:40,2443,10/1/2024 0:00
MAP,MAP,VQFN28SAV5,BD3376AMUV-ME2      ,4UI09020024 ,2437A2086H,9/9/2024 0:00,9/23/2024 0:00,2185,0892,FT,9/16/2024 1:52,2036,10/1/2024 0:00
MAP,MAP,VQFN28SAV5,BD3376AMUV-ME2      ,4UI09020027 ,2438A1060H,9/15/2024 0:00,9/29/2024 0:00,2486,0750,FL,9/23/2024 6:46,2466,10/1/2024 0:00
MAP,MAP,VQFN28SAV5,BD3376AMUV-ME2      ,4UIV03420   ,2434A3400H,8/20/2024 0:00,9/3/2024 0:00,4695,0892,FT,9/5/2024 21:03,4509,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD3376MUV-ME2       ,4UIW02271   ,2437A6356H,9/13/2024 0:00,9/27/2024 0:00,4886,0892,FT,9/24/2024 14:48,4683,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD3376MUV-ME2       ,4UIW03426   ,2438A5420H,9/19/2024 0:00,10/3/2024 0:00,4876,1001,TAPING,9/30/2024 10:45,4796,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A24MUV-ME2      ,4UIW04100   ,2439A1408H,9/22/2024 0:00,10/6/2024 0:00,6720,1001,TAPING,10/1/2024 0:23,6493,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A24MUV-ME2      ,4UIW04916   ,2439A5441H,9/26/2024 0:00,10/10/2024 0:00,3878,0750,FL,10/1/2024 4:17,3873,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A44MUV-ME2      ,4UIV03754   ,2434A4486H,8/21/2024 0:00,9/4/2024 0:00,3957,0892,FT,9/1/2024 13:16,3619,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A44MUV-ME2      ,4UIW05516   ,2440A1453H,9/29/2024 0:00,10/13/2024 0:00,6720,0101,DC,9/29/2024 2:40,6720,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A44MUV-ME2      ,4UIW05516   ,2440A1454H,9/29/2024 0:00,10/13/2024 0:00,6720,0101,DC,9/29/2024 2:40,6720,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A44MUV-ME2      ,4UIW05516   ,2440A1455H,9/29/2024 0:00,10/13/2024 0:00,2382,0201,DB,9/30/2024 14:10,2378,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A44MUV-ME2      ,4UIW05653   ,2440A2302H,9/30/2024 0:00,10/14/2024 0:00,3933,0101,DC,10/1/2024 4:58,3933,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A74MUV-ME2      ,4UIW03047   ,2438A3446H,9/17/2024 0:00,10/1/2024 0:00,6720,0750,FL,10/1/2024 1:59,6664,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A74MUV-ME2      ,4UIW04460   ,2439A3392H,9/24/2024 0:00,10/8/2024 0:00,6720,1001,TAPING,9/30/2024 22:47,6622,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A74MUV-ME2      ,4UIW04460   ,2439A3393H,9/24/2024 0:00,10/8/2024 0:00,6720,0502,PL,9/30/2024 2:09,6717,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A74MUV-ME2      ,4UIW04460   ,2439A3394H,9/24/2024 0:00,10/8/2024 0:00,2437,0892,FT,9/30/2024 16:19,2409,10/1/2024 0:00
MAP,MAP,VQFN28SV50,BD81A74MUV-ME2      ,4UIW04624   ,2439A4344H,9/25/2024 0:00,10/9/2024 0:00,6720,0750,FL,9/30/2024 16:20,6699,10/1/2024 0:00
