New_Group_Name,Group_name,TYPE_NAME,ROHM_NAME,ORDERNO,LOTNO,TIDAY,DELIVERYDAY,ALLOC_QTY,NEW_PRODNO,FIN_PROCESS,NEW_RECDAY,NEW_QTY,UploadDate
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130031 ,2438A7176H,9/21/2024 0:00,10/12/2024 0:00,16896,0502,PL,9/29/2024 7:15,16887,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130031 ,2438A7177H,9/21/2024 0:00,10/12/2024 0:00,16896,0750,FL,9/30/2024 4:29,16873,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130031 ,2438A7178H,9/21/2024 0:00,10/12/2024 0:00,10925,0750,FL,9/30/2024 9:55,10083,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130032 ,2439A1092H,9/22/2024 0:00,10/13/2024 0:00,16896,0502,PL,9/28/2024 14:28,16890,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130032 ,2439A1093H,9/22/2024 0:00,10/13/2024 0:00,16896,0502,PL,9/28/2024 14:48,16879,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130032 ,2439A1094H,9/22/2024 0:00,10/13/2024 0:00,7201,0750,FL,10/1/2024 5:14,7163,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130033 ,2439A2090H,9/23/2024 0:00,10/14/2024 0:00,16896,0502,PL,9/29/2024 15:20,16760,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130033 ,2439A2091H,9/23/2024 0:00,10/14/2024 0:00,16896,0502,PL,9/29/2024 21:58,16888,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130033 ,2439A2092H,9/23/2024 0:00,10/14/2024 0:00,16896,0502,PL,9/29/2024 6:58,16893,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130033 ,2439A2093H,9/23/2024 0:00,10/14/2024 0:00,10737,0502,PL,9/29/2024 15:40,10817,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130034 ,2439A3080H,9/24/2024 0:00,10/15/2024 0:00,16896,0502,PL,10/1/2024 5:07,16876,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130034 ,2439A3081H,9/24/2024 0:00,10/15/2024 0:00,16896,0502,PL,10/1/2024 4:41,16820,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130034 ,2439A3082H,9/24/2024 0:00,10/15/2024 0:00,7775,0203,WB,9/28/2024 10:42,7846,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130035 ,2439A4053H,9/25/2024 0:00,10/16/2024 0:00,16896,0502,PL,9/30/2024 22:51,16886,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130035 ,2439A4054H,9/25/2024 0:00,10/16/2024 0:00,16896,0502,PL,9/30/2024 23:14,16893,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130035 ,2439A4055H,9/25/2024 0:00,10/16/2024 0:00,16896,0502,PL,10/1/2024 6:46,16875,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130035 ,2439A4056H,9/25/2024 0:00,10/16/2024 0:00,12251,0203,WB,9/28/2024 10:28,12264,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130036 ,2439A5079H,9/26/2024 0:00,10/17/2024 0:00,16896,0203,WB,9/29/2024 14:59,16882,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130036 ,2439A5080H,9/26/2024 0:00,10/17/2024 0:00,16896,0203,WB,9/29/2024 10:09,16890,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130036 ,2439A5081H,9/26/2024 0:00,10/17/2024 0:00,7932,0203,WB,9/30/2024 16:05,7925,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130037 ,2439A6056H,9/27/2024 0:00,10/18/2024 0:00,16896,0203,WB,10/1/2024 0:04,16887,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130037 ,2439A6057H,9/27/2024 0:00,10/18/2024 0:00,16896,0203,WB,9/30/2024 7:16,16883,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130037 ,2439A6058H,9/27/2024 0:00,10/18/2024 0:00,16896,0203,WB,9/30/2024 21:33,16875,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UI09130037 ,2439A6059H,9/27/2024 0:00,10/18/2024 0:00,10380,0201,DB,9/29/2024 2:55,10401,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIV05835   ,2435A7560H,8/31/2024 0:00,9/21/2024 0:00,8333,0201,DB,9/2/2024 14:09,8412,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW00763   ,2436A4673H,9/4/2024 0:00,9/18/2024 0:00,11024,0101,DC,9/4/2024 8:54,11024,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02533   ,2437A7474H,9/14/2024 0:00,10/5/2024 0:00,16896,0892,FT,9/27/2024 9:42,16795,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02533   ,2437A7475H,9/14/2024 0:00,10/5/2024 0:00,16896,0892,FT,9/27/2024 17:07,16576,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02533   ,2437A7477H,9/14/2024 0:00,10/5/2024 0:00,12424,0892,FT,9/27/2024 1:39,12275,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02757   ,2438A1520H,9/15/2024 0:00,10/6/2024 0:00,16896,0892,FT,9/27/2024 9:14,16756,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02757   ,2438A1521H,9/15/2024 0:00,10/6/2024 0:00,4152,1001,TAPING,9/30/2024 7:03,3794,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02757   ,2438A1522H,9/15/2024 0:00,10/6/2024 0:00,16896,0892,FT,9/27/2024 16:04,16441,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02757   ,2438A1523H,9/15/2024 0:00,10/6/2024 0:00,16896,0892,FT,9/28/2024 13:18,16412,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW02757   ,2438A1524H,9/15/2024 0:00,10/6/2024 0:00,7651,1001,TAPING,9/30/2024 13:01,7348,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03067   ,2438A3491H,9/17/2024 0:00,10/8/2024 0:00,16896,1001,TAPING,10/1/2024 1:45,15629,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03067   ,2438A3492H,9/17/2024 0:00,10/8/2024 0:00,16896,0892,FT,9/29/2024 4:49,16827,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03067   ,2438A3493H,9/17/2024 0:00,10/8/2024 0:00,6745,1001,TAPING,10/1/2024 0:09,6536,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03251   ,2438A4464H,9/18/2024 0:00,10/9/2024 0:00,16896,0892,FT,9/28/2024 20:38,16533,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03251   ,2438A4465H,9/18/2024 0:00,10/9/2024 0:00,16896,0892,FT,9/28/2024 7:04,16479,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03251   ,2438A4466H,9/18/2024 0:00,10/9/2024 0:00,16896,0892,FT,9/29/2024 5:43,16635,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03251   ,2438A4467H,9/18/2024 0:00,10/9/2024 0:00,9689,0892,FT,9/29/2024 10:23,9660,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03320   ,2438A3584H,9/17/2024 0:00,10/1/2024 0:00,16896,1001,TAPING,9/30/2024 17:41,15872,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03320   ,2438A3586H,9/17/2024 0:00,10/1/2024 0:00,11045,1001,TAPING,9/30/2024 4:53,10579,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03699   ,2438A6569H,9/20/2024 0:00,10/11/2024 0:00,16896,0750,FL,9/28/2024 20:34,16868,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW03699   ,2438A6570H,9/20/2024 0:00,10/11/2024 0:00,3665,0502,PL,9/30/2024 3:54,3662,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04130   ,2439A1461H,9/22/2024 0:00,10/13/2024 0:00,16896,0502,PL,9/29/2024 0:53,16870,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04130   ,2439A1462H,9/22/2024 0:00,10/13/2024 0:00,4028,0502,PL,9/30/2024 4:30,4046,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04489   ,2439A3462H,9/24/2024 0:00,10/15/2024 0:00,16896,0502,PL,9/30/2024 18:00,16887,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04489   ,2439A3463H,9/24/2024 0:00,10/15/2024 0:00,16896,0502,PL,9/30/2024 14:14,16887,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04489   ,2439A3464H,9/24/2024 0:00,10/15/2024 0:00,7968,0502,PL,9/29/2024 1:41,7960,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04648   ,2439A4400H,9/25/2024 0:00,10/16/2024 0:00,16896,0502,PL,10/1/2024 7:22,16868,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04648   ,2439A4401H,9/25/2024 0:00,10/16/2024 0:00,16896,0203,WB,9/29/2024 4:39,16845,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW04648   ,2439A4402H,9/25/2024 0:00,10/16/2024 0:00,7647,0203,WB,9/30/2024 1:48,7682,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05162   ,2439A6493H,9/27/2024 0:00,10/18/2024 0:00,16896,0203,WB,10/1/2024 7:24,16892,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05162   ,2439A6494H,9/27/2024 0:00,10/18/2024 0:00,3926,0203,WB,9/30/2024 16:31,3907,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05364   ,2439A7554H,9/28/2024 0:00,10/19/2024 0:00,16896,0201,DB,9/29/2024 13:19,16882,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05364   ,2439A7555H,9/28/2024 0:00,10/19/2024 0:00,16896,0201,DB,9/29/2024 17:40,16841,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05364   ,2439A7556H,9/28/2024 0:00,10/19/2024 0:00,7659,0201,DB,9/30/2024 14:46,7703,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05545   ,2440A1503H,9/29/2024 0:00,10/20/2024 0:00,16896,0101,DC,9/29/2024 11:51,16896,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05545   ,2440A1504H,9/29/2024 0:00,10/20/2024 0:00,16896,0201,DB,9/30/2024 14:40,16896,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05545   ,2440A1505H,9/29/2024 0:00,10/20/2024 0:00,16896,0201,DB,9/30/2024 16:58,16890,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05545   ,2440A1506H,9/29/2024 0:00,10/20/2024 0:00,16896,0201,DB,9/30/2024 23:21,16895,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIW05545   ,2440A1507H,9/29/2024 0:00,10/20/2024 0:00,14382,0201,DB,10/1/2024 3:42,14379,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIX00130   ,2440A3505H,10/1/2024 0:00,10/22/2024 0:00,16896,0000,Throw_in,,16896,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIX00130   ,2440A3506H,10/1/2024 0:00,10/22/2024 0:00,16896,0000,Throw_in,,16896,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S300MUF-CE2      ,4UIX00130   ,2440A3507H,10/1/2024 0:00,10/22/2024 0:00,7836,0000,Throw_in,,7836,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060029 ,2437A5159H,9/12/2024 0:00,10/3/2024 0:00,3434,1001,TAPING,10/1/2024 4:17,3185,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060031 ,2438A2061H,9/16/2024 0:00,10/7/2024 0:00,16896,0750,FL,9/25/2024 14:59,16800,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060031 ,2438A2062H,9/16/2024 0:00,10/7/2024 0:00,2779,1001,TAPING,10/1/2024 7:05,2651,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060032 ,2438A4065H,9/18/2024 0:00,10/9/2024 0:00,16896,0750,FL,9/25/2024 9:47,16801,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060032 ,2438A4066H,9/18/2024 0:00,10/9/2024 0:00,3677,0750,FL,9/25/2024 2:53,3666,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060033 ,2438A6087H,9/20/2024 0:00,10/11/2024 0:00,16896,0502,PL,9/29/2024 7:37,16492,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09060033 ,2438A6088H,9/20/2024 0:00,10/11/2024 0:00,3705,0750,FL,9/27/2024 10:17,3684,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09130038 ,2439A1095H,9/22/2024 0:00,10/13/2024 0:00,16896,0502,PL,9/30/2024 19:07,16509,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09130038 ,2439A1096H,9/22/2024 0:00,10/13/2024 0:00,2832,0502,PL,9/30/2024 3:35,2839,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09130039 ,2439A3083H,9/24/2024 0:00,10/15/2024 0:00,16896,0203,WB,9/28/2024 4:41,16871,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09130039 ,2439A3084H,9/24/2024 0:00,10/15/2024 0:00,3876,0502,PL,9/29/2024 1:53,3854,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09130040 ,2439A5082H,9/26/2024 0:00,10/17/2024 0:00,16896,0203,WB,9/29/2024 17:40,16883,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UI09130040 ,2439A5083H,9/26/2024 0:00,10/17/2024 0:00,3817,0203,WB,9/28/2024 16:17,3826,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UIW05704   ,2440A2358H,9/30/2024 0:00,10/14/2024 0:00,16896,0000,Throw_in,,16896,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UIW05704   ,2440A2359H,9/30/2024 0:00,10/14/2024 0:00,16896,0000,Throw_in,,16896,10/1/2024 0:00
MAP,MAP,VQFN16PFV3,BD9S400MUF-CE2      ,4UIW05704   ,2440A2360H,9/30/2024 0:00,10/14/2024 0:00,6909,0000,Throw_in,,6909,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9A100MUV-E2       ,4UIW05153   ,2439A6466H,9/27/2024 0:00,10/18/2024 0:00,13020,0206,MLD,9/30/2024 15:44,13002,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9A300MUV-E2       ,4UIW04932   ,2439A5482H,9/26/2024 0:00,10/17/2024 0:00,13850,0502,PL,10/1/2024 1:41,13849,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9A300MUV-E2       ,4UIW05353   ,2439A7525H,9/28/2024 0:00,10/19/2024 0:00,14036,0203,WB,10/1/2024 1:51,13965,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9A300MUV-E2       ,4UIX00121   ,2440A3493H,10/1/2024 0:00,10/22/2024 0:00,13323,0000,Throw_in,,13323,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9A301MUV-LBE2     ,4UIW03903   ,2438A7579H,9/21/2024 0:00,10/12/2024 0:00,14141,0892,FT,9/30/2024 23:00,13811,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9B100MUV-E2       ,4UIV03195   ,2434A1571H,8/18/2024 0:00,9/8/2024 0:00,12550,1001,TAPING,9/26/2024 22:38,11592,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9B100MUV-E2       ,4UIW04117   ,2439A1440H,9/22/2024 0:00,10/13/2024 0:00,12420,0750,FL,9/30/2024 16:57,12362,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9B100MUV-E2       ,4UIW04288   ,2439A2409H,9/23/2024 0:00,10/14/2024 0:00,12494,0750,FL,9/30/2024 22:22,12454,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9B300MUV-E2       ,4UIV03196   ,2434A1572H,8/18/2024 0:00,9/8/2024 0:00,9149,1001,TAPING,9/11/2024 15:44,8813,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9B300MUV-E2       ,4UIW03692   ,2438A6553H,9/20/2024 0:00,10/11/2024 0:00,8145,0892,FT,9/30/2024 9:10,7888,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9B300MUV-E2       ,4UIW04477   ,2439A3434H,9/24/2024 0:00,10/15/2024 0:00,8538,0502,PL,9/30/2024 4:49,8517,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9D300MUV-E2       ,4UIW04637   ,2439A4368H,9/25/2024 0:00,10/16/2024 0:00,16896,0502,PL,9/29/2024 13:53,16526,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9D300MUV-E2       ,4UIW04637   ,2439A4369H,9/25/2024 0:00,10/16/2024 0:00,520,0502,PL,9/30/2024 16:45,521,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9D300MUV-E2       ,4UIX00185   ,2440A3614H,10/1/2024 0:00,10/15/2024 0:00,8801,0000,Throw_in,,8801,10/1/2024 0:00
MAP,MAP,VQFN16PV30,BD9D300MUV-RE2      ,4UIW04994   ,2439A6207H,9/27/2024 0:00,10/18/2024 0:00,8879,0101,DC,9/29/2024 4:58,8879,10/1/2024 0:00
MAP,MAP,VQFN20FV35,BD81870MUF-ME2      ,4UIW03755   ,2438A6697H,9/20/2024 0:00,10/4/2024 0:00,13440,0502,PL,9/27/2024 1:20,13436,10/1/2024 0:00
MAP,MAP,VQFN20FV35,BD81870MUF-ME2      ,4UIW03755   ,2438A6698H,9/20/2024 0:00,10/4/2024 0:00,4123,0502,PL,9/25/2024 22:17,4116,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P155MUF-CE2      ,4UIW04126   ,2439A1454H,9/22/2024 0:00,10/6/2024 0:00,5336,0750,FL,9/28/2024 8:34,5328,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P205MUF-CE2      ,4UIW05159   ,2439A6484H,9/27/2024 0:00,10/11/2024 0:00,9216,0206,MLD,9/29/2024 22:43,9183,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P205MUF-CE2      ,4UIW05159   ,2439A6485H,9/27/2024 0:00,10/11/2024 0:00,468,0206,MLD,9/29/2024 13:55,493,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P205MUF-CE2      ,4UIW05361   ,2439A7546H,9/28/2024 0:00,10/12/2024 0:00,4730,0206,MLD,9/30/2024 2:25,4713,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P205MUF-CE2      ,4UIW05542   ,2440A1497H,9/29/2024 0:00,10/13/2024 0:00,4705,0206,MLD,10/1/2024 7:07,4701,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P235MUF-CE2      ,4UIX00127   ,2440A3496H,10/1/2024 0:00,10/15/2024 0:00,4745,0000,Throw_in,,4745,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P255MUF-CE2      ,4UIW04304   ,2439A2431H,9/23/2024 0:00,10/7/2024 0:00,9216,0750,FL,9/28/2024 10:51,9200,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P255MUF-CE2      ,4UIW04488   ,2439A3460H,9/24/2024 0:00,10/8/2024 0:00,9216,0750,FL,10/1/2024 4:52,9170,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P255MUF-CE2      ,4UIW04488   ,2439A3461H,9/24/2024 0:00,10/8/2024 0:00,5345,0750,FL,10/1/2024 4:15,5049,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P255MUF-CE2      ,4UIW04646   ,2439A4392H,9/25/2024 0:00,10/9/2024 0:00,9216,0502,PL,9/30/2024 2:37,9015,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P255MUF-CE2      ,4UIW04646   ,2439A4393H,9/25/2024 0:00,10/9/2024 0:00,5032,0502,PL,9/30/2024 14:49,5023,10/1/2024 0:00
MAP,MAP,VQFN20FV40,BD9P255MUF-CE2      ,4UIW04943   ,2439A5503H,9/26/2024 0:00,10/10/2024 0:00,4771,0502,PL,9/30/2024 4:51,4765,10/1/2024 0:00
MAP,MAP,VQFN20PF35,BD18353MUF-ME2      ,4UIW05002   ,2439A5605H,9/26/2024 0:00,10/10/2024 0:00,10114,0206,MLD,9/29/2024 13:05,10106,10/1/2024 0:00
MAP,MAP,VQFN20PF35,BD18353MUF-ME2      ,4UIW05229   ,2439A6632H,9/27/2024 0:00,10/11/2024 0:00,10066,0206,MLD,9/30/2024 13:52,10056,10/1/2024 0:00
MAP,MAP,VQFN20PV35,BD63572MUV-E2       ,4UIW03867   ,2438A7496H,9/21/2024 0:00,10/12/2024 0:00,13440,0892,FT,9/29/2024 19:08,13413,10/1/2024 0:00
MAP,MAP,VQFN20PV35,BD63572MUV-E2       ,4UIW03867   ,2438A7497H,9/21/2024 0:00,10/12/2024 0:00,469,0892,FT,9/29/2024 20:26,462,10/1/2024 0:00
MAP,MAP,VQFN20PV35,BD63572MUV-E2       ,4UIW04080   ,2439A1355H,9/22/2024 0:00,10/13/2024 0:00,13440,0892,FT,9/30/2024 14:50,13274,10/1/2024 0:00
MAP,MAP,VQFN20PV35,BD63572MUV-E2       ,4UIW04080   ,2439A1356H,9/22/2024 0:00,10/13/2024 0:00,392,0892,FT,9/29/2024 21:14,382,10/1/2024 0:00
MAP,MAP,VQFN20SV40,BD90540MUV-CE2      ,4UIW03679   ,2438A6517H,9/20/2024 0:00,10/4/2024 0:00,5865,0502,PL,9/25/2024 14:36,5856,10/1/2024 0:00
MAP,MAP,VQFN20SV40,BD90541MUV-CE2      ,4UIW04921   ,2439A5449H,9/26/2024 0:00,10/10/2024 0:00,5353,0502,PL,9/29/2024 22:40,5347,10/1/2024 0:00
MAP,MAP,VQFN20SV40,BD90541MUV-CE2      ,4UIW05141   ,2439A6437H,9/27/2024 0:00,10/11/2024 0:00,5032,0502,PL,9/30/2024 17:52,4960,10/1/2024 0:00
MAP,MAP,VQFN20SV40,BD9138MUV-ME2       ,4UIW04106   ,2439A1415H,9/22/2024 0:00,10/6/2024 0:00,4563,0502,PL,9/25/2024 19:12,4554,10/1/2024 0:00
MAP,MAP,VQFN20SV40,BD9138MUV-ME2       ,4UIW05346   ,2439A7504H,9/28/2024 0:00,10/12/2024 0:00,5279,0206,MLD,10/1/2024 1:35,5272,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-CE2      ,4UIW02902   ,2438A2455H,9/16/2024 0:00,9/30/2024 0:00,3615,0892,FT,9/23/2024 11:02,3453,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-CE2      ,4UIW02902   ,2438A2456H,9/16/2024 0:00,9/30/2024 0:00,8475,0892,FT,9/24/2024 5:33,8110,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-CE2      ,4UIW03474   ,2438A5510H,9/19/2024 0:00,10/3/2024 0:00,9216,0750,FL,9/30/2024 2:32,9114,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-CE2      ,4UIW05005   ,2439A5609H,9/26/2024 0:00,10/10/2024 0:00,9216,0502,PL,10/1/2024 1:51,9017,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-CE2      ,4UIW05005   ,2439A5610H,9/26/2024 0:00,10/10/2024 0:00,4199,0502,PL,10/1/2024 7:24,4235,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-HE2      ,4UIW03475   ,2438A5512H,9/19/2024 0:00,10/3/2024 0:00,4440,1001,TAPING,9/28/2024 13:51,6697,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-HE2      ,4UIW03890   ,2438A7558H,9/21/2024 0:00,10/5/2024 0:00,8876,0750,FL,9/29/2024 3:26,7592,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-HE2      ,4UIW04104   ,2439A1413H,9/22/2024 0:00,10/6/2024 0:00,8937,0750,FL,9/30/2024 7:10,8908,10/1/2024 0:00
MAP,MAP,VQFN24FV40,BD8P250MUF-HE2      ,4UIW05657   ,2440A2306H,9/30/2024 0:00,10/14/2024 0:00,4469,0101,DC,10/1/2024 6:05,4469,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UI09020063 ,2436A7234H,9/7/2024 0:00,9/21/2024 0:00,9216,0892,FT,9/20/2024 18:52,8286,10/1/2024 0:00
MAP,MAP,VQFN24SV40,BD81842MUV-ME2      ,4UI09020064 ,2438A2050H,9/16/2024 0:00,9/30/2024 0:00,9216,0892,FT,9/30/2024 10:26,8881,10/1/2024 0:00
